Date,Open,High,Low,Close,Adj Close,Volume
2017-08-17,3.516100,3.525640,3.512900,3.516040,3.516040,0
2017-08-18,3.528700,3.531940,3.512300,3.528900,3.528900,0
2017-08-21,3.516600,3.522970,3.490500,3.516500,3.516500,0
2017-08-22,3.496300,3.504070,3.491800,3.496200,3.496200,0
2017-08-23,3.496300,3.502830,3.480800,3.495900,3.495900,0
2017-08-24,3.481500,3.485690,3.475800,3.481960,3.481960,0
2017-08-25,3.483840,3.490410,3.447500,3.485300,3.485300,0
2017-08-28,3.443400,3.451190,3.441030,3.441700,3.441700,0
2017-08-29,3.456770,3.456930,3.434400,3.455870,3.455870,0
2017-08-30,3.447390,3.460080,3.443000,3.448590,3.448590,0
2017-08-31,3.454700,3.472380,3.449850,3.455100,3.455100,0
2017-09-01,3.450650,3.453620,3.416200,3.450650,3.450650,0
2017-09-04,3.428620,3.439920,3.423260,3.428320,3.428320,0
2017-09-05,3.431550,3.449110,3.424300,3.430900,3.430900,0
2017-09-06,3.436220,3.448450,3.424000,3.436750,3.436750,0
2017-09-07,3.428300,3.431210,3.406000,3.428680,3.428680,0
2017-09-08,3.406000,3.421520,3.397700,3.402740,3.402740,0
2017-09-11,3.409300,3.413250,3.389170,3.409200,3.409200,0
2017-09-12,3.411940,3.444230,3.404600,3.411800,3.411800,0
2017-09-13,3.433200,3.460030,3.425880,3.432600,3.432600,0
2017-09-14,3.458230,3.477110,3.439800,3.458500,3.458500,0
2017-09-15,3.431800,3.443100,3.425400,3.432100,3.432100,0
2017-09-18,3.441000,3.489850,3.432700,3.440950,3.440950,0
2017-09-19,3.485720,3.505590,3.480700,3.488400,3.488400,0
2017-09-20,3.487820,3.490030,3.464000,3.488150,3.488150,0
2017-09-21,3.505590,3.518840,3.492600,3.504800,3.504800,0
2017-09-22,3.506000,3.506810,3.483000,3.506000,3.506000,0
2017-09-25,3.499900,3.547700,3.496300,3.499200,3.499200,0
2017-09-26,3.542100,3.552850,3.525300,3.543500,3.543500,0
2017-09-27,3.541500,3.585000,3.540020,3.541640,3.541640,0
2017-09-28,3.578000,3.595080,3.556000,3.577550,3.577550,0
2017-09-29,3.558700,3.566030,3.540000,3.558310,3.558310,0
2017-10-02,3.563800,3.585770,3.560970,3.562200,3.562200,0
2017-10-03,3.567500,3.591710,3.566720,3.567180,3.567180,0
2017-10-04,3.572390,3.578240,3.559600,3.573700,3.573700,0
2017-10-05,3.573000,3.579650,3.564900,3.573300,3.573300,0
2017-10-06,3.586530,3.635040,3.582000,3.586900,3.586900,0
2017-10-09,3.710200,3.746930,3.675000,3.706700,3.706700,0
2017-10-10,3.706400,3.706900,3.661100,3.706100,3.706100,0
2017-10-11,3.706960,3.709700,3.653600,3.706820,3.706820,0
2017-10-12,3.644510,3.666900,3.628950,3.644510,3.644510,0
2017-10-13,3.657600,3.662370,3.625000,3.656800,3.656800,0
2017-10-16,3.637400,3.650210,3.632800,3.637800,3.637800,0
2017-10-17,3.645800,3.683100,3.645080,3.645500,3.645500,0
2017-10-18,3.665500,3.686310,3.662700,3.665300,3.665300,0
2017-10-19,3.672670,3.676700,3.652600,3.673190,3.673190,0
2017-10-20,3.652000,3.680980,3.647000,3.652400,3.652400,0
2017-10-23,3.686840,3.717530,3.684600,3.688390,3.688390,0
2017-10-24,3.713550,3.737280,3.703960,3.713000,3.713000,0
2017-10-25,3.735360,3.750710,3.721440,3.737370,3.737370,0
2017-10-26,3.757500,3.818060,3.751300,3.758630,3.758630,0
2017-10-27,3.818400,3.842780,3.792750,3.818400,3.818400,0
2017-10-30,3.785920,3.790030,3.766000,3.787100,3.787100,0
2017-10-31,3.774950,3.814070,3.766600,3.777250,3.777250,0
2017-11-01,3.786350,3.831950,3.784600,3.787300,3.787300,0
2017-11-02,3.815500,3.825270,3.794130,3.811180,3.811180,0
2017-11-03,3.799500,3.879450,3.797100,3.799200,3.799200,0
2017-11-06,3.879560,3.884000,3.822500,3.881200,3.881200,0
2017-11-07,3.827900,3.892950,3.825250,3.826150,3.826150,0
2017-11-08,3.883000,3.899670,3.855300,3.882930,3.882930,0
2017-11-09,3.865500,3.878400,3.838000,3.865500,3.865500,0
2017-11-10,3.862520,3.879300,3.847200,3.861050,3.861050,0
2017-11-13,3.852730,3.888210,3.849670,3.858110,3.858110,0
2017-11-14,3.868500,3.908970,3.861300,3.868500,3.868500,0
2017-11-15,3.886520,3.899850,3.873200,3.886360,3.886360,0
2017-11-16,null,null,null,null,null,null
2017-11-17,3.863500,3.901720,3.851160,3.863160,3.863160,0
2017-11-20,3.868200,3.929050,3.860500,3.868330,3.868330,0
2017-11-21,3.919910,3.976020,3.918970,3.926600,3.926600,0
2017-11-22,3.958720,3.980760,3.928830,3.960400,3.960400,0
2017-11-23,3.917700,3.946560,3.901870,3.917700,3.917700,0
2017-11-24,3.921200,3.954090,3.918900,3.921300,3.921300,0
2017-11-27,3.948410,3.950800,3.888590,3.950700,3.950700,0
2017-11-28,3.905300,3.972130,3.904400,3.905100,3.905100,0
2017-11-29,3.964800,3.972260,3.944000,3.964500,3.964500,0
2017-11-30,3.956070,3.959240,3.903970,3.956050,3.956050,0
2017-12-01,3.917000,3.946510,3.910500,3.916440,3.916440,0
2017-12-04,3.925240,3.943310,3.877240,3.924400,3.924400,0
2017-12-05,3.875000,3.878840,3.839000,3.874900,3.874900,0
2017-12-06,3.841400,3.863040,3.839730,3.841500,3.841500,0
2017-12-07,3.849900,3.871420,3.847650,3.850100,3.850100,0
2017-12-08,3.862600,3.871660,3.825100,3.865050,3.865050,0
2017-12-11,3.837000,3.838500,3.816380,3.837100,3.837100,0
2017-12-12,3.831660,3.857030,3.822890,3.831070,3.831070,0
2017-12-13,3.845900,3.863590,3.825100,3.845800,3.845800,0
2017-12-14,3.813240,3.893860,3.810000,3.812900,3.812900,0
2017-12-15,3.882930,3.886000,3.853450,3.884200,3.884200,0
2017-12-18,3.862290,3.865550,3.820200,3.855900,3.855900,0
2017-12-19,3.828740,3.844520,3.822000,3.828760,3.828760,0
2017-12-20,3.830940,3.843960,3.815400,3.831600,3.831600,0
2017-12-21,3.822900,3.831720,3.813600,3.821650,3.821650,0
2017-12-22,3.819640,3.823970,3.807000,3.817600,3.817600,0
2017-12-25,3.810100,3.815200,3.804970,3.809700,3.809700,0
2017-12-26,3.806600,3.817060,3.797050,3.806400,3.806400,0
2017-12-27,3.807200,3.827000,3.804500,3.807020,3.807020,0
2017-12-28,3.814150,3.824040,3.764300,3.814900,3.814900,0
2017-12-29,3.775390,3.796950,3.766800,3.776860,3.776860,0
2018-01-01,3.794900,3.794900,3.789000,3.794900,3.794900,0
2018-01-02,3.791300,3.791300,3.752900,3.791100,3.791100,0
2018-01-03,3.765400,3.778660,3.755500,3.765600,3.765600,0
2018-01-04,3.780800,3.784800,3.745370,3.780600,3.780600,0
2018-01-05,3.749630,3.759210,3.730500,3.750270,3.750270,0
2018-01-08,3.733080,3.755940,3.731500,3.732350,3.732350,0
2018-01-09,3.743600,3.778290,3.739700,3.743900,3.743900,0
2018-01-10,3.768320,3.805720,3.765280,3.768420,3.768420,0
2018-01-11,3.797470,3.805550,3.773600,3.798700,3.798700,0
2018-01-12,3.773740,3.781710,3.748700,3.773550,3.773550,0
2018-01-15,3.755200,3.802450,3.746050,3.751560,3.751560,0
2018-01-16,3.800440,3.831620,3.785000,3.799970,3.799970,0
2018-01-17,3.799400,3.831640,3.793400,3.798670,3.798670,0
2018-01-18,3.816200,3.819880,3.763900,3.815170,3.815170,0
2018-01-19,3.765500,3.816330,3.759850,3.765480,3.765480,0
2018-01-22,3.827000,3.831730,3.771800,3.823230,3.823230,0
2018-01-23,3.776600,3.802360,3.766900,3.776500,3.776500,0
2018-01-24,3.767900,3.773410,3.732500,3.768200,3.768200,0
2018-01-25,3.749990,3.754790,3.716300,3.749400,3.749400,0
2018-01-26,3.759300,3.762950,3.728400,3.759680,3.759680,0
2018-01-29,3.750720,3.792540,3.750240,3.749980,3.749980,0
2018-01-30,3.785970,3.798740,3.762570,3.786400,3.786400,0
2018-01-31,3.777480,3.780600,3.744400,3.775720,3.775720,0
2018-02-01,3.756500,3.771250,3.731300,3.756300,3.756300,0
2018-02-02,3.733300,3.773670,3.733270,3.733700,3.733700,0
2018-02-05,3.771900,3.774390,3.755000,3.771900,3.771900,0
2018-02-06,3.786500,3.794820,3.769030,3.786700,3.786700,0
2018-02-07,3.767600,3.791230,3.762960,3.764710,3.764710,0
2018-02-08,3.803330,3.834020,3.791800,3.802500,3.802500,0
2018-02-09,3.822360,3.831740,3.809300,3.822620,3.822620,0
2018-02-12,3.816600,3.817950,3.799360,3.816750,3.816750,0
2018-02-13,3.798200,3.809830,3.791000,3.797660,3.797660,0
2018-02-14,3.804710,3.821680,3.781980,3.804800,3.804800,0
2018-02-15,3.779260,3.784300,3.764800,3.779730,3.779730,0
2018-02-16,3.763850,3.773070,3.737400,3.764600,3.764600,0
2018-02-19,3.747740,3.762150,3.745990,3.746850,3.746850,0
2018-02-20,3.758100,3.811250,3.757600,3.758190,3.758190,0
2018-02-21,3.797800,3.807920,3.780900,3.797800,3.797800,0
2018-02-22,3.791940,3.808930,3.779700,3.791860,3.791860,0
2018-02-23,3.782300,3.793980,3.778500,3.782400,3.782400,0
2018-02-26,3.787840,3.791250,3.775700,3.787840,3.787840,0
2018-02-27,3.785700,3.813220,3.781100,3.785090,3.785090,0
2018-02-28,3.815200,3.815620,3.796900,3.815200,3.815200,0
2018-03-01,3.802900,3.819540,3.799800,3.802900,3.802900,0
2018-03-02,3.809450,3.824290,3.803000,3.807700,3.807700,0
2018-03-05,3.809660,3.828000,3.808140,3.810100,3.810100,0
2018-03-06,3.810600,3.812850,3.786900,3.810600,3.810600,0
2018-03-07,3.797260,3.808350,3.791600,3.798800,3.798800,0
2018-03-08,3.807040,3.826020,3.801720,3.806290,3.806290,0
2018-03-09,3.822640,3.827880,3.806340,3.823500,3.823500,0
2018-03-12,3.810900,3.844620,3.806300,3.812000,3.812000,0
2018-03-13,3.843400,3.872540,3.835500,3.842700,3.842700,0
2018-03-14,3.870000,3.893720,3.855600,3.869900,3.869900,0
2018-03-15,3.880770,3.904460,3.876220,3.880300,3.880300,0
2018-03-16,3.894100,3.925800,3.889200,3.893540,3.893540,0
2018-03-19,3.920440,3.951770,3.920150,3.918300,3.918300,0
2018-03-20,3.944050,3.950200,3.922400,3.943290,3.943290,0
2018-03-21,3.931780,3.937200,3.920100,3.932150,3.932150,0
2018-03-22,3.909500,3.940850,3.898900,3.908770,3.908770,0
2018-03-23,3.975710,3.976500,3.954600,3.973880,3.973880,0
2018-03-26,3.981770,3.995200,3.956130,3.981400,3.981400,0
2018-03-27,3.965000,3.996430,3.961300,3.965500,3.965500,0
2018-03-28,3.979310,4.013610,3.978200,3.979180,3.979180,0
2018-03-29,4.012400,4.015690,3.958110,4.013300,4.013300,0
2018-03-30,3.944800,3.960950,3.940650,3.944900,3.944900,0
2018-04-02,3.952100,3.979230,3.944500,3.951840,3.951840,0
2018-04-03,3.979600,3.993200,3.970340,3.977100,3.977100,0
2018-04-04,3.989710,4.026390,3.984730,3.989350,3.989350,0
2018-04-05,3.999600,4.045850,3.996400,3.999110,3.999110,0
2018-04-06,4.044400,4.066080,4.030200,4.039410,4.039410,0
2018-04-09,4.048200,4.075150,4.035650,4.047100,4.047100,0
2018-04-10,4.075800,4.138690,4.054500,4.075500,4.075500,0
2018-04-11,4.109610,4.192930,4.106700,4.109550,4.109550,0
2018-04-12,4.140800,4.158870,4.084800,4.140800,4.140800,0
2018-04-13,4.113960,4.115880,4.071700,4.114020,4.114020,0
2018-04-16,4.092200,4.116020,4.085000,4.090790,4.090790,0
2018-04-17,4.095320,4.126430,4.073500,4.093000,4.093000,0
2018-04-18,4.092900,4.107720,4.019290,4.093090,4.093090,0
2018-04-19,4.017100,4.045530,4.011000,4.017000,4.017000,0
2018-04-20,4.045980,4.071030,4.028300,4.045820,4.045820,0
2018-04-23,4.078540,4.109700,4.060200,4.078500,4.078500,0
2018-04-24,4.107700,4.111000,4.078500,4.107700,4.107700,0
2018-04-25,4.086060,4.106600,4.039170,4.086480,4.086480,0
2018-04-26,4.081300,4.085290,4.058200,4.081100,4.081100,0
2018-04-27,4.068910,4.078980,4.039990,4.065870,4.065870,0
2018-04-30,4.051700,4.066670,4.029800,4.051660,4.051660,0
2018-05-01,4.057020,4.105520,4.052700,4.056650,4.056650,0
2018-05-02,4.108500,4.178560,4.091600,4.109000,4.109000,0
2018-05-03,4.182280,4.243660,4.155490,4.182720,4.182720,0
2018-05-04,4.223600,4.288770,4.219600,4.223190,4.223190,0
2018-05-07,4.240970,4.272570,4.224000,4.241680,4.241680,0
2018-05-08,4.263900,4.310300,4.262480,4.266400,4.266400,0
2018-05-09,4.350000,4.371200,4.254800,4.349600,4.349600,0
2018-05-10,4.287000,4.307470,4.224000,4.284400,4.284400,0
2018-05-11,4.237700,4.311070,4.230500,4.238140,4.238140,0
2018-05-14,4.312200,4.350760,4.303200,4.314200,4.314200,0
2018-05-15,4.351910,4.473420,4.349030,4.350800,4.350800,0
2018-05-16,4.452500,4.499960,4.395360,4.453800,4.453800,0
2018-05-17,4.429100,4.465140,4.412000,4.428900,4.428900,0
2018-05-18,4.458910,4.500650,4.442200,4.461300,4.461300,0
2018-05-21,4.497400,4.597930,4.493230,4.493240,4.493240,0
2018-05-22,4.577100,4.661790,4.542440,4.577970,4.577970,0
2018-05-23,4.734700,4.910990,4.734700,4.734500,4.734500,0
2018-05-24,4.573600,4.798350,4.554100,4.572200,4.572200,0
2018-05-25,4.756300,4.800940,4.687040,4.756100,4.756100,0
2018-05-28,4.703500,4.711850,4.556070,4.703100,4.703100,0
2018-05-29,4.581600,4.632970,4.535610,4.582300,4.582300,0
2018-05-30,4.560300,4.562300,4.447600,4.560170,4.560170,0
2018-05-31,4.467200,4.538800,4.455500,4.468600,4.468600,0
2018-06-01,4.526050,4.642830,4.520690,4.527910,4.527910,0
2018-06-04,4.648410,4.677990,4.579530,4.646500,4.646500,0
2018-06-05,4.584500,4.631280,4.583300,4.585000,4.585000,0
2018-06-06,4.594200,4.626180,4.553400,4.594900,4.594900,0
2018-06-07,4.559600,4.585120,4.457550,4.560000,4.560000,0
2018-06-08,4.480100,4.538350,4.470610,4.480300,4.480300,0
2018-06-11,4.463970,4.536750,4.463060,4.472500,4.472500,0
2018-06-12,4.521260,4.576700,4.520780,4.521000,4.521000,0
2018-06-13,4.588500,4.693240,4.583000,4.586900,4.586900,0
2018-06-14,4.660460,4.701700,4.604600,4.662800,4.662800,0
2018-06-15,4.740200,4.758050,4.711400,4.739590,4.739590,0
2018-06-18,4.744900,4.744900,4.680720,4.740500,4.740500,0
2018-06-19,4.707500,4.773350,4.701930,4.707000,4.707000,0
2018-06-20,4.741800,4.768020,4.727180,4.743600,4.743600,0
2018-06-21,4.745800,4.766530,4.728320,4.743100,4.743100,0
2018-06-22,4.738000,4.744800,4.678270,4.735100,4.735100,0
2018-06-25,4.611200,4.721780,4.538070,4.606970,4.606970,0
2018-06-26,4.687400,4.711130,4.616730,4.687000,4.687000,0
2018-06-27,4.607370,4.655950,4.595100,4.614000,4.614000,0
2018-06-28,4.619780,4.650100,4.577360,4.621300,4.621300,0
2018-06-29,4.591600,4.598170,4.556000,4.590500,4.590500,0
2018-07-02,4.590240,4.639100,4.586750,4.589890,4.589890,0
2018-07-03,4.612400,4.684830,4.596740,4.616100,4.616100,0
2018-07-04,4.674300,4.720860,4.667120,4.675100,4.675100,0
2018-07-05,4.673080,4.684800,4.593720,4.669590,4.669590,0
2018-07-06,4.607010,4.617560,4.571640,4.604270,4.604270,0
2018-07-09,4.579060,4.610920,4.511600,4.578800,4.578800,0
2018-07-10,4.711440,4.742270,4.646310,4.712470,4.712470,0
2018-07-11,4.713750,4.847440,4.703430,4.714700,4.714700,0
2018-07-12,4.886590,4.904900,4.785790,4.889970,4.889970,0
2018-07-13,4.863250,4.874370,4.813500,4.867600,4.867600,0
2018-07-16,4.853670,4.861980,4.824700,4.854950,4.854950,0
2018-07-17,4.852280,4.858250,4.776160,4.852910,4.852910,0
2018-07-18,4.802250,4.843780,4.767580,4.800300,4.800300,0
2018-07-19,4.796900,4.840100,4.793070,4.796090,4.796090,0
2018-07-20,4.806400,4.825300,4.770500,4.801030,4.801030,0
2018-07-23,4.778330,4.779000,4.736670,4.777910,4.777910,0
2018-07-24,4.737100,4.936000,4.735500,4.736900,4.736900,0
2018-07-25,4.879860,4.883400,4.815960,4.881100,4.881100,0
2018-07-26,4.796000,4.870540,4.781950,4.796600,4.796600,0
2018-07-27,4.868000,4.881610,4.841660,4.869940,4.869940,0
2018-07-30,4.854900,4.905960,4.847850,4.851330,4.851330,0
2018-07-31,4.883770,4.921340,4.875320,4.882780,4.882780,0
2018-08-01,4.918800,4.968000,4.907100,4.917900,4.917900,0
2018-08-02,4.983900,5.092670,4.960800,4.981250,4.981250,0
2018-08-03,5.092000,5.110900,5.062780,5.091600,5.091600,0
2018-08-06,5.099100,5.240720,5.090220,5.101000,5.101000,0
2018-08-07,5.261610,5.353180,5.182330,5.261500,5.261500,0
2018-08-08,5.257750,5.306220,5.224920,5.259140,5.259140,0
2018-08-09,5.305010,5.499080,5.299700,5.308900,5.308900,0
2018-08-10,5.552840,6.775750,5.549920,5.552000,5.552000,0
2018-08-13,6.800610,7.073800,6.401750,6.817800,6.817800,0
2018-08-14,6.953080,6.963000,6.403780,6.953300,6.953300,0
2018-08-15,6.373000,6.562960,5.882100,6.374900,6.374900,0
2018-08-16,5.956990,6.035800,5.699690,5.956990,5.956990,0
2018-08-17,5.857500,6.300830,5.738250,5.851000,5.851000,0
2018-08-20,6.008100,6.194410,5.978330,6.008000,6.008000,0
2018-08-21,6.097600,6.152900,5.999200,6.098500,6.098500,0
2018-08-22,6.076800,6.110400,6.017100,6.079700,6.079700,0
2018-08-23,6.027360,6.134970,5.999440,6.028000,6.028000,0
2018-08-24,6.089310,6.132400,6.003700,6.093800,6.093800,0
2018-08-27,5.988300,6.289940,5.980720,5.980720,5.980720,0
2018-08-28,6.161500,6.271400,6.129930,6.155230,6.155230,0
2018-08-29,6.268200,6.466510,6.238890,6.266100,6.266100,0
2018-08-30,6.471200,6.808220,6.454300,6.473400,6.473400,0
2018-08-31,6.734300,6.784200,6.387900,6.734100,6.734100,0
2018-09-03,6.578530,6.721500,6.517930,6.583800,6.583800,0
2018-09-04,6.631000,6.719620,6.583240,6.633700,6.633700,0
2018-09-05,6.659700,6.717600,6.583500,6.666200,6.666200,0
2018-09-06,6.571930,6.638590,6.546610,6.580800,6.580800,0
2018-09-07,6.588200,6.599090,6.375150,6.583700,6.583700,0
2018-09-10,6.421600,6.494330,6.408650,6.421700,6.421700,0
2018-09-11,6.466080,6.486300,6.433800,6.468300,6.468300,0
2018-09-12,6.439330,6.461230,6.326500,6.434360,6.434360,0
2018-09-13,6.346000,6.546600,6.011730,6.348200,6.348200,0
2018-09-14,6.127900,6.176480,6.011000,6.128700,6.128700,0
2018-09-17,6.161600,6.318900,6.151360,6.161400,6.161400,0
2018-09-18,6.326500,6.459070,6.305880,6.323300,6.323300,0
2018-09-19,6.398900,6.409710,6.227300,6.398700,6.398700,0
2018-09-20,6.250500,6.368300,6.128910,6.247380,6.247380,0
2018-09-21,6.221700,6.301600,6.198070,6.221400,6.221400,0
2018-09-24,6.306200,6.328530,6.048900,6.300930,6.300930,0
2018-09-25,6.151200,6.222210,6.067750,6.153300,6.153300,0
2018-09-26,6.191600,6.192100,6.080500,6.192000,6.192000,0
2018-09-27,6.108700,6.126100,5.962880,6.107500,6.107500,0
2018-09-28,6.001490,6.037560,5.953700,6.005700,6.005700,0
2018-10-01,6.042210,6.054620,5.906830,6.044000,6.044000,0
2018-10-02,5.938100,6.055700,5.932250,5.937600,5.937600,0
2018-10-03,5.987020,6.081080,5.979990,5.987820,5.987820,0
2018-10-04,6.054300,6.223820,6.051000,6.051780,6.051780,0
2018-10-05,6.181710,6.207700,6.101220,6.185500,6.185500,0
2018-10-08,6.163550,6.186850,6.111940,6.163900,6.163900,0
2018-10-09,6.107910,6.155400,6.088720,6.117900,6.117900,0
2018-10-10,6.101210,6.129420,6.016720,6.105200,6.105200,0
2018-10-11,6.076160,6.081500,5.949280,6.080300,6.080300,0
2018-10-12,5.917580,5.978100,5.840350,5.917480,5.917480,0
2018-10-15,5.886580,5.892890,5.750760,5.879900,5.879900,0
2018-10-16,5.779170,5.805040,5.706940,5.780200,5.780200,0
2018-10-17,5.687980,5.710980,5.529750,5.691600,5.691600,0
2018-10-18,5.587200,5.674400,5.518000,5.587490,5.587490,0
2018-10-19,5.630550,5.697300,5.599740,5.635600,5.635600,0
2018-10-22,5.651000,5.686500,5.620320,5.650700,5.650700,0
2018-10-23,5.665500,5.865600,5.661990,5.665900,5.665900,0
2018-10-24,5.747870,5.774500,5.658320,5.747220,5.747220,0
2018-10-25,5.704500,5.734500,5.613550,5.700770,5.700770,0
2018-10-26,5.636400,5.656500,5.599290,5.635600,5.635600,0
2018-10-29,5.589300,5.593400,5.505290,5.589400,5.589400,0
2018-10-30,5.559700,5.560400,5.464000,5.559620,5.559620,0
2018-10-31,5.481000,5.624970,5.465950,5.480900,5.480900,0
2018-11-01,5.579030,5.642200,5.508930,5.584000,5.584000,0
2018-11-02,5.520830,5.524700,5.410910,5.524800,5.524800,0
2018-11-05,5.424510,5.473600,5.342300,5.431000,5.431000,0
2018-11-06,5.318700,5.415470,5.300300,5.320100,5.320100,0
2018-11-07,5.360700,5.410100,5.321350,5.361200,5.361200,0
2018-11-08,5.363300,5.474400,5.357460,5.363600,5.363600,0
2018-11-09,5.455980,5.538470,5.448930,5.457040,5.457040,0
2018-11-12,5.457540,5.511700,5.429020,5.460820,5.460820,0
2018-11-13,5.471500,5.523620,5.451500,5.471800,5.471800,0
2018-11-14,5.473550,5.489660,5.450730,5.478000,5.478000,0
2018-11-15,5.462400,5.467500,5.301920,5.456970,5.456970,0
2018-11-16,5.386410,5.390100,5.317190,5.393900,5.393900,0
2018-11-19,5.333160,5.365900,5.303000,5.337700,5.337700,0
2018-11-20,5.312900,5.434230,5.306230,5.312000,5.312000,0
2018-11-21,5.377430,5.393600,5.278060,5.382500,5.382500,0
2018-11-22,5.314470,5.336100,5.273930,5.313020,5.313020,0
2018-11-23,5.298400,5.310800,5.259230,5.298500,5.298500,0
2018-11-26,5.296800,5.297900,5.218800,5.291460,5.291460,0
2018-11-27,5.245100,5.293100,5.224110,5.244840,5.244840,0
2018-11-28,5.255600,5.273300,5.244550,5.262000,5.262000,0
2018-11-29,5.218900,5.227600,5.134380,5.219000,5.219000,0
2018-11-30,5.165880,5.250520,5.149870,5.170200,5.170200,0
2018-12-03,5.191900,5.281200,5.143120,5.190210,5.190210,0
2018-12-04,5.251500,5.443050,5.232920,5.250800,5.250800,0
2018-12-05,5.384960,5.449880,5.309100,5.382630,5.382630,0
2018-12-06,5.322860,5.398200,5.321010,5.326700,5.326700,0
2018-12-07,5.338000,5.350800,5.262530,5.338000,5.338000,0
2018-12-10,5.322200,5.350010,5.272250,5.322400,5.322400,0
2018-12-11,5.322300,5.400130,5.306320,5.328300,5.328300,0
2018-12-12,5.359800,5.392800,5.330280,5.360200,5.360200,0
2018-12-13,5.343760,5.385100,5.304040,5.346900,5.346900,0
2018-12-14,5.345100,5.418110,5.341340,5.341670,5.341670,0
2018-12-17,5.367030,5.395120,5.364520,5.367700,5.367700,0
2018-12-18,5.373200,5.388900,5.332900,5.373000,5.373000,0
2018-12-19,5.339900,5.350600,5.231000,5.336080,5.336080,0
2018-12-20,5.297800,5.319900,5.223900,5.297700,5.297700,0
2018-12-21,5.257200,5.319090,5.244150,5.264200,5.264200,0
2018-12-24,5.311060,5.319700,5.279400,5.310990,5.310990,0
2018-12-25,5.289300,5.340000,5.278490,5.289400,5.289400,0
2018-12-26,5.279780,5.297600,5.272510,5.284300,5.284300,0
2018-12-27,5.278900,5.301800,5.268970,5.274150,5.274150,0
2018-12-28,5.288560,5.298500,5.253860,5.293380,5.293380,0
2018-12-31,5.274520,5.317100,5.270720,5.274280,5.274280,0
2019-01-01,5.287300,5.288500,5.284000,5.270000,5.270000,0
2019-01-02,5.288900,5.411500,5.280920,5.288700,5.288700,0
2019-01-03,5.506200,5.571800,5.400900,5.515300,5.515300,0
2019-01-04,5.470200,5.470200,5.333830,5.472200,5.472200,0
2019-01-07,5.328100,5.408700,5.319170,5.327000,5.327000,0
2019-01-08,5.380640,5.511280,5.379840,5.383800,5.383800,0
